id,recipe_number,recipe_name,short_name,station,menu_portion_size,menu_portion_weight_g,gtin,sell_price,kcal_per_100g,color,kcal,fat_g,carbohydrates_g,total_sugars_g,protein_g,nutrition_summary,embedding_text
food_17613_886721092568,17613,EUR: Dijon Roasted Red Potatoes,dijon roasted red potatoes,Main Dish- Sides,8 ounce,226.796,886721092568,1.98,99.0555389,GREEN,224.654,4.216,42.183,3.483,5.544,"Kcal/100g: 99.0555389, Kcal: 224.654, Fat (g): 4.216, Carbohydrates (g): 42.183, Sugars (g): 3.483, Protein (g): 5.544","Recipe EUR: Dijon Roasted Red Potatoes. Short name dijon roasted red potatoes. Station Main Dish- Sides. Portion 8 ounce with weight 226.796 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 99.0555389, Kcal: 224.654, Fat (g): 4.216, Carbohydrates (g): 42.183, Sugars (g): 3.483, Protein (g): 5.544."
food_5676_2_886721173229,5676.2,"HC Seasoned Peas and Pearl Onions, SR",Peas and Pearl Onions,Main Dish- Sides,1 cup,190.801,886721173229,1.98,99.22379862,GREEN,189.32,7.781,23.33,7.444,7.84,"Kcal/100g: 99.22379862, Kcal: 189.32, Fat (g): 7.781, Carbohydrates (g): 23.33, Sugars (g): 7.444, Protein (g): 7.84","Recipe HC Seasoned Peas and Pearl Onions, SR. Short name Peas and Pearl Onions. Station Main Dish- Sides. Portion 1 cup with weight 190.801 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 99.22379862, Kcal: 189.32, Fat (g): 7.781, Carbohydrates (g): 23.33, Sugars (g): 7.444, Protein (g): 7.84."
food_33992_79_886721384304,33992.79,Canteen: Roasted Red Potatoes,Roasted Potatoes,Main Dish- Sides,1 cup,259.436,886721384304,1.98,100.4521346,GREEN,260.609,4.829,49.843,3.633,5.856,"Kcal/100g: 100.4521346, Kcal: 260.609, Fat (g): 4.829, Carbohydrates (g): 49.843, Sugars (g): 3.633, Protein (g): 5.856","Recipe Canteen: Roasted Red Potatoes. Short name Roasted Potatoes. Station Main Dish- Sides. Portion 1 cup with weight 259.436 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 100.4521346, Kcal: 260.609, Fat (g): 4.829, Carbohydrates (g): 49.843, Sugars (g): 3.633, Protein (g): 5.856."
food_1815_886721017622,1815,HC Spanish Rice (Western Version),Spanish Rice,Main Dish- Sides,1 cup,211.36,886721017622,1.98,101.4435087,GREEN,214.411,5.398,37.773,4.418,4.27,"Kcal/100g: 101.4435087, Kcal: 214.411, Fat (g): 5.398, Carbohydrates (g): 37.773, Sugars (g): 4.418, Protein (g): 4.27","Recipe HC Spanish Rice (Western Version). Short name Spanish Rice. Station Main Dish- Sides. Portion 1 cup with weight 211.36 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 101.4435087, Kcal: 214.411, Fat (g): 5.398, Carbohydrates (g): 37.773, Sugars (g): 4.418, Protein (g): 4.27."
food_50634_886721252504,50634,HC Smashed Spiced Sweet Potatoes,Smashed Sweet Potatoes,Main Dish- Sides,1 cup,317.106,886721252504,1.98,104.4644378,GREEN,331.263,4.654,68.408,23.772,6.468,"Kcal/100g: 104.4644378, Kcal: 331.263, Fat (g): 4.654, Carbohydrates (g): 68.408, Sugars (g): 23.772, Protein (g): 6.468","Recipe HC Smashed Spiced Sweet Potatoes. Short name Smashed Sweet Potatoes. Station Main Dish- Sides. Portion 1 cup with weight 317.106 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 104.4644378, Kcal: 331.263, Fat (g): 4.654, Carbohydrates (g): 68.408, Sugars (g): 23.772, Protein (g): 6.468."
food_134479_3_886721414568,134479.3,Canteen BMW: Enchilada Refried Beans,Enchilada Refried Beans,Main Dish- Sides,1/2 cup,122.418,886721414568,1.98,107.5470927,GREEN,131.657,2.681,19.783,1.131,6.685,"Kcal/100g: 107.5470927, Kcal: 131.657, Fat (g): 2.681, Carbohydrates (g): 19.783, Sugars (g): 1.131, Protein (g): 6.685","Recipe Canteen BMW: Enchilada Refried Beans. Short name Enchilada Refried Beans. Station Main Dish- Sides. Portion 1/2 cup with weight 122.418 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 107.5470927, Kcal: 131.657, Fat (g): 2.681, Carbohydrates (g): 19.783, Sugars (g): 1.131, Protein (g): 6.685."
food_11942_886721069874,11942,EUR: Buttered Peas,buttered green peas,Main Dish- Sides,1 cup,170.034,886721069874,1.98,113.5425856,GREEN,193.061,8.109,22.935,7.047,8.339,"Kcal/100g: 113.5425856, Kcal: 193.061, Fat (g): 8.109, Carbohydrates (g): 22.935, Sugars (g): 7.047, Protein (g): 8.339","Recipe EUR: Buttered Peas. Short name buttered green peas. Station Main Dish- Sides. Portion 1 cup with weight 170.034 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 113.5425856, Kcal: 193.061, Fat (g): 8.109, Carbohydrates (g): 22.935, Sugars (g): 7.047, Protein (g): 8.339."
food_178117_194306791202,178117,Canteen BMW: Baked Beans,Baked Beans,Main Dish- Sides,1 cup,230.254,194306791202,1.98,119.8941169,GREEN,276.061,1.624,55.992,27.589,7.704,"Kcal/100g: 119.8941169, Kcal: 276.061, Fat (g): 1.624, Carbohydrates (g): 55.992, Sugars (g): 27.589, Protein (g): 7.704","Recipe Canteen BMW: Baked Beans. Short name Baked Beans. Station Main Dish- Sides. Portion 1 cup with weight 230.254 grams. Sell price 1.98 dollars. Color tag GREEN. Kcal/100g: 119.8941169, Kcal: 276.061, Fat (g): 1.624, Carbohydrates (g): 55.992, Sugars (g): 27.589, Protein (g): 7.704."
food_2144_5_886721392538,2144.5,Canteen BMW: Lemon Dill Rice,Lemon Dill Rice,Main Dish- Sides,1 cup,183.983,886721392538,1.98,126.8975938,YELLOW,233.47,9.112,34.469,1.084,3.449,"Kcal/100g: 126.8975938, Kcal: 233.47, Fat (g): 9.112, Carbohydrates (g): 34.469, Sugars (g): 1.084, Protein (g): 3.449","Recipe Canteen BMW: Lemon Dill Rice. Short name Lemon Dill Rice. Station Main Dish- Sides. Portion 1 cup with weight 183.983 grams. Sell price 1.98 dollars. Color tag YELLOW. Kcal/100g: 126.8975938, Kcal: 233.47, Fat (g): 9.112, Carbohydrates (g): 34.469, Sugars (g): 1.084, Protein (g): 3.449."
food_5277_3_886721090823,5277.3,EUR: Green Bean Almondine,green bean almondine,Main Dish- Sides,1 cup,257.844,886721090823,1.98,133.3131661,YELLOW,343.74,30.414,17.551,7.709,5.04,"Kcal/100g: 133.3131661, Kcal: 343.74, Fat (g): 30.414, Carbohydrates (g): 17.551, Sugars (g): 7.709, Protein (g): 5.04","Recipe EUR: Green Bean Almondine. Short name green bean almondine. Station Main Dish- Sides. Portion 1 cup with weight 257.844 grams. Sell price 1.98 dollars. Color tag YELLOW. Kcal/100g: 133.3131661, Kcal: 343.74, Fat (g): 30.414, Carbohydrates (g): 17.551, Sugars (g): 7.709, Protein (g): 5.04."
food_40484_886721192091,40484,HC Broccoli and Cheddar Brown Rice Casserole,Broccoli Cheddar Casserole,Main Dish- Sides,8 oz portion,278.641,886721192091,1.98,134.5990001,YELLOW,375.048,23.738,27.875,3.067,12.874,"Kcal/100g: 134.5990001, Kcal: 375.048, Fat (g): 23.738, Carbohydrates (g): 27.875, Sugars (g): 3.067, Protein (g): 12.874","Recipe HC Broccoli and Cheddar Brown Rice Casserole. Short name Broccoli Cheddar Casserole. Station Main Dish- Sides. Portion 8 oz portion with weight 278.641 grams. Sell price 1.98 dollars. Color tag YELLOW. Kcal/100g: 134.5990001, Kcal: 375.048, Fat (g): 23.738, Carbohydrates (g): 27.875, Sugars (g): 3.067, Protein (g): 12.874."
food_50962_886721254300,50962,HC Brown and Wild Rice Pilaf,Brown & Wild Rice Pilaf,Main Dish- Sides,1 cup,233.327,886721254300,1.98,135.793543,YELLOW,316.843,5.578,59.389,2.782,8.29,"Kcal/100g: 135.793543, Kcal: 316.843, Fat (g): 5.578, Carbohydrates (g): 59.389, Sugars (g): 2.782, Protein (g): 8.29","Recipe HC Brown and Wild Rice Pilaf. Short name Brown & Wild Rice Pilaf. Station Main Dish- Sides. Portion 1 cup with weight 233.327 grams. Sell price 1.98 dollars. Color tag YELLOW. Kcal/100g: 135.793543, Kcal: 316.843, Fat (g): 5.578, Carbohydrates (g): 59.389, Sugars (g): 2.782, Protein (g): 8.29."
food_45118_886721218807,45118,EUR: Garlic Mashed Potatoes,garlic mashed potatoes,Main Dish- Sides,1 cup,323.723,886721218807,1.98,186.907634,YELLOW,605.063,42.846,51.416,6.081,6.82,"Kcal/100g: 186.907634, Kcal: 605.063, Fat (g): 42.846, Carbohydrates (g): 51.416, Sugars (g): 6.081, Protein (g): 6.82","Recipe EUR: Garlic Mashed Potatoes. Short name garlic mashed potatoes. Station Main Dish- Sides. Portion 1 cup with weight 323.723 grams. Sell price 1.98 dollars. Color tag YELLOW. Kcal/100g: 186.907634, Kcal: 605.063, Fat (g): 42.846, Carbohydrates (g): 51.416, Sugars (g): 6.081, Protein (g): 6.82."
food_574_886721009733,574,HC Southwestern Cornbread,Southwestern Cornbread,Main Dish- Sides,1 slice,111.045,886721009733,1.98,219.9153496,ORANGE,244.205,10.22,34.59,3.756,4.067,"Kcal/100g: 219.9153496, Kcal: 244.205, Fat (g): 10.22, Carbohydrates (g): 34.59, Sugars (g): 3.756, Protein (g): 4.067","Recipe HC Southwestern Cornbread. Short name Southwestern Cornbread. Station Main Dish- Sides. Portion 1 slice with weight 111.045 grams. Sell price 1.98 dollars. Color tag ORANGE. Kcal/100g: 219.9153496, Kcal: 244.205, Fat (g): 10.22, Carbohydrates (g): 34.59, Sugars (g): 3.756, Protein (g): 4.067."
food_5264_14_886721415459,5264.14,Canteen BMW: Sweet Pea Orzo,Sweet Pea Orzo,Main Dish- Sides,8 ounce,242.423,886721415459,1.98,235.3369936,ORANGE,570.511,34.681,53.55,2.771,11.592,"Kcal/100g: 235.3369936, Kcal: 570.511, Fat (g): 34.681, Carbohydrates (g): 53.55, Sugars (g): 2.771, Protein (g): 11.592","Recipe Canteen BMW: Sweet Pea Orzo. Short name Sweet Pea Orzo. Station Main Dish- Sides. Portion 8 ounce with weight 242.423 grams. Sell price 1.98 dollars. Color tag ORANGE. Kcal/100g: 235.3369936, Kcal: 570.511, Fat (g): 34.681, Carbohydrates (g): 53.55, Sugars (g): 2.771, Protein (g): 11.592."
food_76991_886721943273,76991,EUR: Creamy Macaroni and Cheese,creamy macaroni and cheese,Main Dish- Sides,1 cup,255.146,886721943273,1.98,260.1079382,ORANGE,663.655,49.385,36.113,7.018,19.818,"Kcal/100g: 260.1079382, Kcal: 663.655, Fat (g): 49.385, Carbohydrates (g): 36.113, Sugars (g): 7.018, Protein (g): 19.818","Recipe EUR: Creamy Macaroni and Cheese. Short name creamy macaroni and cheese. Station Main Dish- Sides. Portion 1 cup with weight 255.146 grams. Sell price 1.98 dollars. Color tag ORANGE. Kcal/100g: 260.1079382, Kcal: 663.655, Fat (g): 49.385, Carbohydrates (g): 36.113, Sugars (g): 7.018, Protein (g): 19.818."
food_65369_886721422433,65369,EUR: Garlic Cheese Bread,garlic cheese bread,Main Dish- Sides,1 slice,29.787,886721422433,1.98,375.0830899,ORANGE,111.726,6.611,8.952,0.169,4.042,"Kcal/100g: 375.0830899, Kcal: 111.726, Fat (g): 6.611, Carbohydrates (g): 8.952, Sugars (g): 0.169, Protein (g): 4.042","Recipe EUR: Garlic Cheese Bread. Short name garlic cheese bread. Station Main Dish- Sides. Portion 1 slice with weight 29.787 grams. Sell price 1.98 dollars. Color tag ORANGE. Kcal/100g: 375.0830899, Kcal: 111.726, Fat (g): 6.611, Carbohydrates (g): 8.952, Sugars (g): 0.169, Protein (g): 4.042."
food_7743_4_886721393993,7743.4,Canteen BMW: Stuffed Pepper Soup,Stuffed Pepper Soup,Soups,16 floz,470.858,886721393993,3.14,113.483683,GREEN,534.347,32.132,30.781,5.262,30.133,"Kcal/100g: 113.483683, Kcal: 534.347, Fat (g): 32.132, Carbohydrates (g): 30.781, Sugars (g): 5.262, Protein (g): 30.133","Recipe Canteen BMW: Stuffed Pepper Soup. Short name Stuffed Pepper Soup. Station Soups. Portion 16 floz with weight 470.858 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 113.483683, Kcal: 534.347, Fat (g): 32.132, Carbohydrates (g): 30.781, Sugars (g): 5.262, Protein (g): 30.133."
food_27120_4_886721415596,27120.4,"Canteen BMW: Cabbage And Potato Soup with Bacon, from base",Cabbage and Potato Soup with Bacon,Soups,16 floz,456.285,886721415596,3.14,33.28730947,GREEN,151.885,6.387,16.566,5.245,7.739,"Kcal/100g: 33.28730947, Kcal: 151.885, Fat (g): 6.387, Carbohydrates (g): 16.566, Sugars (g): 5.245, Protein (g): 7.739","Recipe Canteen BMW: Cabbage And Potato Soup with Bacon, from base. Short name Cabbage and Potato Soup with Bacon. Station Soups. Portion 16 floz with weight 456.285 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 33.28730947, Kcal: 151.885, Fat (g): 6.387, Carbohydrates (g): 16.566, Sugars (g): 5.245, Protein (g): 7.739."
food_1535_886721004660,1535,HC Minestrone Soup,Minestrone Soup,Soups,16 floz,575.186,886721004660,3.14,41.66321851,GREEN,239.641,2.684,43.514,5.097,11.93,"Kcal/100g: 41.66321851, Kcal: 239.641, Fat (g): 2.684, Carbohydrates (g): 43.514, Sugars (g): 5.097, Protein (g): 11.93","Recipe HC Minestrone Soup. Short name Minestrone Soup. Station Soups. Portion 16 floz with weight 575.186 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 41.66321851, Kcal: 239.641, Fat (g): 2.684, Carbohydrates (g): 43.514, Sugars (g): 5.097, Protein (g): 11.93."
food_77898_5_886721414520,77898.5,Canteen BMW: Havana Style Black Bean Soup,Havana-Style Black Bean Soup,Soups,16 floz,468.638,886721414520,3.14,45.69497139,GREEN,214.144,6.507,33.644,10.354,7.838,"Kcal/100g: 45.69497139, Kcal: 214.144, Fat (g): 6.507, Carbohydrates (g): 33.644, Sugars (g): 10.354, Protein (g): 7.838","Recipe Canteen BMW: Havana Style Black Bean Soup. Short name Havana-Style Black Bean Soup. Station Soups. Portion 16 floz with weight 468.638 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 45.69497139, Kcal: 214.144, Fat (g): 6.507, Carbohydrates (g): 33.644, Sugars (g): 10.354, Protein (g): 7.838."
food_11077_2_886721216445,11077.2,EUR: Chicken & White Bean Soup (Base),chicken & white bean soup,Soups,16 floz,697.477,886721216445,3.14,49.95189806,GREEN,348.403,6.588,44.867,3.985,30.02,"Kcal/100g: 49.95189806, Kcal: 348.403, Fat (g): 6.588, Carbohydrates (g): 44.867, Sugars (g): 3.985, Protein (g): 30.02","Recipe EUR: Chicken & White Bean Soup (Base). Short name chicken & white bean soup. Station Soups. Portion 16 floz with weight 697.477 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 49.95189806, Kcal: 348.403, Fat (g): 6.588, Carbohydrates (g): 44.867, Sugars (g): 3.985, Protein (g): 30.02."
food_67044_886721483519,67044,"HC Vegetable and Tortellini Soup, Great Living",Vegetable and Tortellini Soup,Soups,16 floz,459.48,886721483519,3.14,53.19208671,GREEN,244.407,9.89,32.363,6.131,8.961,"Kcal/100g: 53.19208671, Kcal: 244.407, Fat (g): 9.89, Carbohydrates (g): 32.363, Sugars (g): 6.131, Protein (g): 8.961","Recipe HC Vegetable and Tortellini Soup, Great Living. Short name Vegetable and Tortellini Soup. Station Soups. Portion 16 floz with weight 459.48 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 53.19208671, Kcal: 244.407, Fat (g): 9.89, Carbohydrates (g): 32.363, Sugars (g): 6.131, Protein (g): 8.961."
food_5395_886721021292,5395,HC Lentil and Black Bean Soup,Lentil and Black Bean Soup,Soups,16 ounce,709.189,886721021292,3.14,53.77818889,GREEN,381.389,10.128,57.992,9.696,18.715,"Kcal/100g: 53.77818889, Kcal: 381.389, Fat (g): 10.128, Carbohydrates (g): 57.992, Sugars (g): 9.696, Protein (g): 18.715","Recipe HC Lentil and Black Bean Soup. Short name Lentil and Black Bean Soup. Station Soups. Portion 16 ounce with weight 709.189 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 53.77818889, Kcal: 381.389, Fat (g): 10.128, Carbohydrates (g): 57.992, Sugars (g): 9.696, Protein (g): 18.715."
food_5791_1_886721391173,5791.1,Canteen BMW Tomato Bisque Soup,Tomato Bisque,Soups,16 floz,535.061,886721391173,3.14,64.117923,GREEN,343.07,19.782,37.605,17.869,5.296,"Kcal/100g: 64.117923, Kcal: 343.07, Fat (g): 19.782, Carbohydrates (g): 37.605, Sugars (g): 17.869, Protein (g): 5.296","Recipe Canteen BMW Tomato Bisque Soup. Short name Tomato Bisque. Station Soups. Portion 16 floz with weight 535.061 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 64.117923, Kcal: 343.07, Fat (g): 19.782, Carbohydrates (g): 37.605, Sugars (g): 17.869, Protein (g): 5.296."
food_57623_2_886721483854,57623.2,EUR: Corn Chowder (Scratch-Base),corn chowder,Soups,16 floz,395.709,886721483854,3.14,65.54336646,GREEN,259.361,18.968,20.456,3.481,3.267,"Kcal/100g: 65.54336646, Kcal: 259.361, Fat (g): 18.968, Carbohydrates (g): 20.456, Sugars (g): 3.481, Protein (g): 3.267","Recipe EUR: Corn Chowder (Scratch-Base). Short name corn chowder. Station Soups. Portion 16 floz with weight 395.709 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 65.54336646, Kcal: 259.361, Fat (g): 18.968, Carbohydrates (g): 20.456, Sugars (g): 3.481, Protein (g): 3.267."
food_131378_886721392118,131378,EUR: Chicken Tortilla Soup (Scratch-Base),chicken tortilla soup,Soups,16 floz,698.115,886721392118,3.14,66.12750048,GREEN,461.646,12.976,63.798,7.948,26.016,"Kcal/100g: 66.12750048, Kcal: 461.646, Fat (g): 12.976, Carbohydrates (g): 63.798, Sugars (g): 7.948, Protein (g): 26.016","Recipe EUR: Chicken Tortilla Soup (Scratch-Base). Short name chicken tortilla soup. Station Soups. Portion 16 floz with weight 698.115 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 66.12750048, Kcal: 461.646, Fat (g): 12.976, Carbohydrates (g): 63.798, Sugars (g): 7.948, Protein (g): 26.016."
food_24775_4_886721415046,24775.4,Canteen BMW: Pasta Fagioli with Sausage Soup,Pasta Fagioli with Sausage Soup,Soups,16 oz portion,495.886,886721415046,3.14,71.93972002,GREEN,356.739,12.244,45.467,4.96,15.997,"Kcal/100g: 71.93972002, Kcal: 356.739, Fat (g): 12.244, Carbohydrates (g): 45.467, Sugars (g): 4.96, Protein (g): 15.997","Recipe Canteen BMW: Pasta Fagioli with Sausage Soup. Short name Pasta Fagioli with Sausage Soup. Station Soups. Portion 16 oz portion with weight 495.886 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 71.93972002, Kcal: 356.739, Fat (g): 12.244, Carbohydrates (g): 45.467, Sugars (g): 4.96, Protein (g): 15.997."
food_71286_6_886721393962,71286.6,Canteen BMW: Curry Spinach Lentil Soup,Curry Spinach Lentil Soup,Soups,16 floz,596.146,886721393962,3.14,72.29772572,GREEN,431.0,10.541,66.613,4.847,22.274,"Kcal/100g: 72.29772572, Kcal: 431.0, Fat (g): 10.541, Carbohydrates (g): 66.613, Sugars (g): 4.847, Protein (g): 22.274","Recipe Canteen BMW: Curry Spinach Lentil Soup. Short name Curry Spinach Lentil Soup. Station Soups. Portion 16 floz with weight 596.146 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 72.29772572, Kcal: 431.0, Fat (g): 10.541, Carbohydrates (g): 66.613, Sugars (g): 4.847, Protein (g): 22.274."
food_57630_2_886721415473,57630.2,Canteen BMW: Cream of Chicken with Rice,cream of chicken and rice,Soups,16 floz,534.627,886721415473,3.14,119.9632641,GREEN,641.356,51.333,31.687,5.723,15.35,"Kcal/100g: 119.9632641, Kcal: 641.356, Fat (g): 51.333, Carbohydrates (g): 31.687, Sugars (g): 5.723, Protein (g): 15.35","Recipe Canteen BMW: Cream of Chicken with Rice. Short name cream of chicken and rice. Station Soups. Portion 16 floz with weight 534.627 grams. Sell price 3.14 dollars. Color tag GREEN. Kcal/100g: 119.9632641, Kcal: 641.356, Fat (g): 51.333, Carbohydrates (g): 31.687, Sugars (g): 5.723, Protein (g): 15.35."
food_48376_12_194306163887,48376.12,HC Vegetable Pad Thai,Vegetable Pad Thai,Asian-Entrée,1 cup,227.206,194306163887,4.74,147.067419,YELLOW,334.146,11.505,50.093,17.499,9.169,"Kcal/100g: 147.067419, Kcal: 334.146, Fat (g): 11.505, Carbohydrates (g): 50.093, Sugars (g): 17.499, Protein (g): 9.169","Recipe HC Vegetable Pad Thai. Short name Vegetable Pad Thai. Station Asian-Entrée. Portion 1 cup with weight 227.206 grams. Sell price 4.74 dollars. Color tag YELLOW. Kcal/100g: 147.067419, Kcal: 334.146, Fat (g): 11.505, Carbohydrates (g): 50.093, Sugars (g): 17.499, Protein (g): 9.169."
food_44905_5_886721415572,44905.5,Canteen BMW: Cassoulet with Chicken and Sausage,Cassoulet,Main Dish- Entrée,12 ounce,349.8,886721415572,5.82,115.198685,GREEN,402.965,24.702,15.827,6.01,28.417,"Kcal/100g: 115.198685, Kcal: 402.965, Fat (g): 24.702, Carbohydrates (g): 15.827, Sugars (g): 6.01, Protein (g): 28.417","Recipe Canteen BMW: Cassoulet with Chicken and Sausage. Short name Cassoulet. Station Main Dish- Entrée. Portion 12 ounce with weight 349.8 grams. Sell price 5.82 dollars. Color tag GREEN. Kcal/100g: 115.198685, Kcal: 402.965, Fat (g): 24.702, Carbohydrates (g): 15.827, Sugars (g): 6.01, Protein (g): 28.417."
food_5019_23_886721414506,5019.23,Canteen BMW: Chicken Piccata,chicken piccata,Main Dish- Entrée,7 ounce,211.24,886721414506,5.82,145.2736224,YELLOW,306.876,15.499,5.671,0.307,34.92,"Kcal/100g: 145.2736224, Kcal: 306.876, Fat (g): 15.499, Carbohydrates (g): 5.671, Sugars (g): 0.307, Protein (g): 34.92","Recipe Canteen BMW: Chicken Piccata. Short name chicken piccata. Station Main Dish- Entrée. Portion 7 ounce with weight 211.24 grams. Sell price 5.82 dollars. Color tag YELLOW. Kcal/100g: 145.2736224, Kcal: 306.876, Fat (g): 15.499, Carbohydrates (g): 5.671, Sugars (g): 0.307, Protein (g): 34.92."
food_15653_4_886721416036,15653.4,Canteen BMW: Chicken Enchilada Suizas,chicken enchilada suizas,Main Dish- Entrée,8 ounce,226.796,886721416036,5.82,148.6199051,YELLOW,337.064,16.101,28.343,4.768,21.983,"Kcal/100g: 148.6199051, Kcal: 337.064, Fat (g): 16.101, Carbohydrates (g): 28.343, Sugars (g): 4.768, Protein (g): 21.983","Recipe Canteen BMW: Chicken Enchilada Suizas. Short name chicken enchilada suizas. Station Main Dish- Entrée. Portion 8 ounce with weight 226.796 grams. Sell price 5.82 dollars. Color tag YELLOW. Kcal/100g: 148.6199051, Kcal: 337.064, Fat (g): 16.101, Carbohydrates (g): 28.343, Sugars (g): 4.768, Protein (g): 21.983."
food_27288_20_194306148266,27288.20,HC Honey Roasted Chicken,Honey Roasted Chicken,Main Dish- Entrée,6 ounce,170.097,194306148266,5.82,242.0489485,ORANGE,411.718,21.893,7.328,5.904,44.069,"Kcal/100g: 242.0489485, Kcal: 411.718, Fat (g): 21.893, Carbohydrates (g): 7.328, Sugars (g): 5.904, Protein (g): 44.069","Recipe HC Honey Roasted Chicken. Short name Honey Roasted Chicken. Station Main Dish- Entrée. Portion 6 ounce with weight 170.097 grams. Sell price 5.82 dollars. Color tag ORANGE. Kcal/100g: 242.0489485, Kcal: 411.718, Fat (g): 21.893, Carbohydrates (g): 7.328, Sugars (g): 5.904, Protein (g): 44.069."
food_179750_886721415466,179750,Canteen BMW: Baked Flounder,Baked Flounder,Main Dish- Entrée,1 serving(s),240.715,886721415466,6.23,104.1709075,GREEN,250.755,11.396,0.687,0.083,34.725,"Kcal/100g: 104.1709075, Kcal: 250.755, Fat (g): 11.396, Carbohydrates (g): 0.687, Sugars (g): 0.083, Protein (g): 34.725","Recipe Canteen BMW: Baked Flounder. Short name Baked Flounder. Station Main Dish- Entrée. Portion 1 serving(s) with weight 240.715 grams. Sell price 6.23 dollars. Color tag GREEN. Kcal/100g: 104.1709075, Kcal: 250.755, Fat (g): 11.396, Carbohydrates (g): 0.687, Sugars (g): 0.083, Protein (g): 34.725."
food_9010_886721058335,9010,EUR: Carved Pork Loin,Carved Pork Loin,Main Dish- Entrée,6 oz portion,169.137,886721058335,6.23,141.4261811,YELLOW,239.204,11.538,1.67,0.212,32.405,"Kcal/100g: 141.4261811, Kcal: 239.204, Fat (g): 11.538, Carbohydrates (g): 1.67, Sugars (g): 0.212, Protein (g): 32.405","Recipe EUR: Carved Pork Loin. Short name Carved Pork Loin. Station Main Dish- Entrée. Portion 6 oz portion with weight 169.137 grams. Sell price 6.23 dollars. Color tag YELLOW. Kcal/100g: 141.4261811, Kcal: 239.204, Fat (g): 11.538, Carbohydrates (g): 1.67, Sugars (g): 0.212, Protein (g): 32.405."
food_831_3_886721028253,831.3,Canteen: Roasted Pork Loin,Pork Roast,Main Dish- Entrée,6 oz meat,170.341,886721028253,6.23,143.0735994,YELLOW,243.713,13.683,0.914,0.191,31.922,"Kcal/100g: 143.0735994, Kcal: 243.713, Fat (g): 13.683, Carbohydrates (g): 0.914, Sugars (g): 0.191, Protein (g): 31.922","Recipe Canteen: Roasted Pork Loin. Short name Pork Roast. Station Main Dish- Entrée. Portion 6 oz meat with weight 170.341 grams. Sell price 6.23 dollars. Color tag YELLOW. Kcal/100g: 143.0735994, Kcal: 243.713, Fat (g): 13.683, Carbohydrates (g): 0.914, Sugars (g): 0.191, Protein (g): 31.922."
food_6924_886721050018,6924,HC Honey Bourbon Pork Loin,Honey Bourbon Pork Loin,Main Dish- Entrée,6 oz portion,188.984,886721050018,6.23,159.4007958,YELLOW,301.242,11.317,17.465,13.687,24.747,"Kcal/100g: 159.4007958, Kcal: 301.242, Fat (g): 11.317, Carbohydrates (g): 17.465, Sugars (g): 13.687, Protein (g): 24.747","Recipe HC Honey Bourbon Pork Loin. Short name Honey Bourbon Pork Loin. Station Main Dish- Entrée. Portion 6 oz portion with weight 188.984 grams. Sell price 6.23 dollars. Color tag YELLOW. Kcal/100g: 159.4007958, Kcal: 301.242, Fat (g): 11.317, Carbohydrates (g): 17.465, Sugars (g): 13.687, Protein (g): 24.747."
food_4573_9_886721414636,4573.9,Canteen BMW: Fried Pork Chop,Fried Pork Chop,Main Dish- Entrée,1 serving(s),264.901,886721414636,6.23,192.3941397,ORANGE,509.654,30.402,29.61,0.329,32.223,"Kcal/100g: 192.3941397, Kcal: 509.654, Fat (g): 30.402, Carbohydrates (g): 29.61, Sugars (g): 0.329, Protein (g): 32.223","Recipe Canteen BMW: Fried Pork Chop. Short name Fried Pork Chop. Station Main Dish- Entrée. Portion 1 serving(s) with weight 264.901 grams. Sell price 6.23 dollars. Color tag ORANGE. Kcal/100g: 192.3941397, Kcal: 509.654, Fat (g): 30.402, Carbohydrates (g): 29.61, Sugars (g): 0.329, Protein (g): 32.223."
