Recipe Number,Recipe Name,Short Name,Station,Menu Portion Size,Menu Portion Weight(g),GTIN,Sell Price,Kcal/100g,COLOR,KCAL,FAT (g),CHO (g),Total Sugars (g),PRO (g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5395,HC Lentil and Black Bean Soup,Lentil and Black Bean Soup,Soups,16 ounce,709.189,886721021292,$3.14 ,53.77818889,GREEN,381.389,10.128,57.992,9.696,18.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5791.1,Canteen BMW Tomato Bisque Soup,Tomato Bisque,Soups,16 floz,535.061,886721391173,$3.14 ,64.117923,GREEN,343.07,19.782,37.605,17.869,5.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'57623.2,EUR: Corn Chowder (Scratch-Base),corn chowder,Soups,16 floz,395.709,886721483854,$3.14 ,65.54336646,GREEN,259.361,18.968,20.456,3.481+,3.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'131378,EUR: Chicken Tortilla Soup (Scratch-Base),chicken tortilla soup,Soups,16 floz,698.115,886721392118,$3.14 ,66.12750048,GREEN,461.646,12.976,63.798,7.948+,26.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24775.4,Canteen BMW: Pasta Fagioli with Sausage Soup,Pasta Fagioli with Sausage Soup,Soups,16 oz portion,495.886,886721415046,$3.14 ,71.93972002,GREEN,356.739,12.244,45.467,4.96,15.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'71286.6,Canteen BMW: Curry Spinach Lentil Soup,Curry Spinach Lentil Soup,Soups,16 floz,596.146,886721393962,$3.14 ,72.29772572,GREEN,431,10.541,66.613,4.847,22.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'57630.2,Canteen BMW: Cream of Chicken with Rice,cream of chicken and rice,Soups,16 floz,534.627,886721415473,$3.14 ,119.9632641,GREEN,641.356,51.333,31.687,5.723+,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'48376.12,HC Vegetable Pad Thai,Vegetable Pad Thai,Asian-Entrée,1 cup,227.206,194306163887,$4.74 ,147.067419,YELLOW,334.146,11.505,50.093,17.499,9.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'44905.5,Canteen BMW: Cassoulet with Chicken and Sausage,Cassoulet,Main Dish- Entrée,12 ounce,349.8,886721415572,$5.82 ,115.198685,GREEN,402.965,24.702,15.827,6.010+,28.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5019.23,Canteen BMW: Chicken Piccata,chicken piccata,Main Dish- Entrée,7 ounce,211.24,886721414506,$5.82 ,145.2736224,YELLOW,306.876,15.499,5.671,0.307+,34.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15653.4,Canteen BMW: Chicken Enchilada Suizas,chicken enchilada suizas,Main Dish- Entrée,8 ounce,226.796,886721416036,$5.82 ,148.6199051,YELLOW,337.064,16.101,28.343,4.768,21.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'27288.20,HC Honey Roasted Chicken,Honey Roasted Chicken,Main Dish- Entrée,6 ounce,170.097,194306148266,$5.82 ,242.0489485,ORANGE,411.718,21.893,7.328,5.904,44.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'179750,Canteen BMW: Baked Flounder,Baked Flounder,Main Dish- Entrée,1 serving(s),240.715,886721415466,$6.23 ,104.1709075,GREEN,250.755,11.396,0.687,0.083,34.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'9010,EUR: Carved Pork Loin,Carved Pork Loin,Main Dish- Entrée,6 oz portion,169.137,886721058335,$6.23 ,141.4261811,YELLOW,239.204,11.538,1.67,0.212+,32.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'831.3,Canteen: Roasted Pork Loin,Pork Roast,Main Dish- Entrée,6 oz meat,170.341,886721028253,$6.23 ,143.0735994,YELLOW,243.713,13.683,0.914,0.191,31.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'6924,HC Honey Bourbon Pork Loin,Honey Bourbon Pork Loin,Main Dish- Entrée,6 oz portion,188.984,886721050018,$6.23 ,159.4007958,YELLOW,301.242,11.317,17.465,13.687,24.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'4573.9,Canteen BMW: Fried Pork Chop,Fried Pork Chop,Main Dish- Entrée,1 serving(s),264.901,886721414636,$6.23 ,192.3941397,ORANGE,509.654,30.402,29.61,0.329,32.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'81293.2,Canteen BMW: Beef Bourguignon,beef bourguignon,Main Dish- Entrée,9 ounce,303.366,886721417217,$6.43 ,146.9782375,YELLOW,445.882,17.721,11.43,2.348+,53.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'156268.1,Canteen BMW: Traditional Beef Lasagna,Beef Lasagna,Main Dish- Entrée,9 oz portion,270.22,886721372264,$6.43 ,162.2559396,YELLOW,438.448,22.718,28.887,7.878,28.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'310.11,Canteen BMW: Cubed Steak,Cubed Steak,Main Dish- Entrée,1 serving(s),339.663,886721414612,$6.43 ,177.7641368,YELLOW,603.799,23.971,30.944,2.84,62.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'9013.6,Canteen BMW: Country Fried Steak with Gravy,Country Fried Steak,Main Dish- Entrée,2 each,353.652,886721414599,$6.43 ,190,ORANGE,663.946,33.894,19.291,1.313,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22582,Savannah Meatloaf,Savannah Meatloaf,Main Dish- Entrée,6 ounce,154.443,886721109228,$6.43 ,190,ORANGE,292.496,16.336,15.643,4.496+,19.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'172245,Canteen BMW: Hanchenkeulen,Hanchenkeulen,German- Main,6 ounce,263.248,194306382738,$7.00 ,250.067237,ORANGE,658.297,39.48,1.757,0.741+,69.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'172374,Canteen BMW: Rindsbraten,German Beef Roast,German- Main,12 ounce,340.194,194306458051,$7.37 ,121.4727479,GREEN,413.243,16.039,16.924,7.292+,47.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'172294,Canteen BMW: Schwenkbraten,Sckwenkbraten,German- Main,6 ounce,324.114,194306380024,$7.37 ,184.2055573,YELLOW,597.036,45.42,10.396,3.344,42.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'158277,Canteen BMW: Hackbraten,Hackbraten,German- Main,6 oz portion,170.195,194306458068,$7.37 ,197.6738447,ORANGE,336.431,20.689,8.433,1.142,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5366,HC Kielbasa with Sauerkraut and Potatoes,"Kielbasa, Sauerkraut and Potatoes",German- Main,8 ounce,182.205,886721031529,$7.37 ,201.9615269,ORANGE,367.984,30.862,14.122,2.385,10.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'176001,Canteen BMW: Schinkennudeln,Schinkennudeln,German- Main,1 serving(s),320.531,194306911198,$7.37 ,206.2530613,ORANGE,661.105,46.376,33.003,4.092,29.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'179391,Canteen BMW: Senfbraten (Mustard Gravy Pork Roast),Senfbraten,German- Main,6 oz meat,155.955,886721348498,$7.37 ,215.5224263,ORANGE,336.118,17.001,3.354,0.782,40.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'179391.2,"Canteen BMW: Senfbraten, pork butt",Senfbraten,German- Main,6 ounce,179.669,886721415442,$7.37 ,237.5017393,ORANGE,426.717,25.548,4.122,1.032,42.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'32229.18,"Canteen BMW: Chicken, Broccoli, Alfredo Penne","Chicken, Broccoli, Alfredo Penne",Italian- Entrée,18 oz portion,535.957,886721415589,$8.31 ,113.5341081,GREEN,608.494,9.882,94.078,4.385,34.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'49443.17,Canteen BMW: Cajun Chicken Pasta,Cajun Chicken Pasta,Italian- Entrée,18 oz portion,667.174,886721365846,$8.31 ,113.3043254,GREEN,755.937,19.529,89.798,11.959+,53.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'4652,HC Penne with Sausage and Tomatoes,Penne with Sausage and Tomatoes,Italian- Entrée,18 ounce,509.914,886721045182,$8.31 ,120.1981118,GREEN,612.907,23.883,68.963,14.877,28.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1960,HC Chicken with Pasta and Broccoli,Chicken with Pasta and Broccoli,Italian- Entrée,18 oz portion,494.924,886721017677,$8.31 ,126.6234816,YELLOW,626.69,14.437,71.641,5.279,51.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'153986.1,Canteen BMW: Veggie Baked Ziti,Veggie Baked Ziti,Italian- Entrée,18 ounce,510.291,886721390992,$8.31 ,129.1533654,YELLOW,659.058,21.279,83.396,8.805+,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15935.11,EUR: Whole Wheat Pasta Primavera,whole wheat pasta primavera,Italian- Entrée,16 ounce,453.592,886721384878,$8.31 ,130.4355015,YELLOW,591.645,29.584,74.653,8.071,15.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23882.14,Canteen BMW: Beef Fettuccine Alfredo,Beef Fettuccine Alfredo,Italian- Entrée,18 oz portion,542.702,886721415565,$8.31 ,133.295068,YELLOW,723.395,26.818,75.019,4.755,42.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15931.15,Canteen BMW: Beef Ziti with Ricotta,Beef Ziti with Ricotta,Italian- Entrée,18 oz portion,556.775,886721009016,$8.31 ,152.7723048,YELLOW,850.598,48.809,38.677,19.587,61.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5706.1,Canteen BMW: Spaghetti with Italian Sausage,Spaghetti with Italian Sausage,Italian- Entrée,18 ounce,514.518,886721417262,$8.31 ,162.0934545,YELLOW,834,115.175,382.996,52.314,141.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'83067.8,Canteen BMW: Spaghetti and Meatballs,Spaghetti and Meatballs,Italian- Entrée,18 ounce,510.291,886721414650,$8.31 ,161.6571721,YELLOW,824.922,35.223,85.979,10.116,39.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'4697,HC Sausage and Pepper Pasta Supper,Sausage and Pepper Pasta,Italian- Entrée,18 ounce,514.518,886721044789,$8.31 ,169.5390637,YELLOW,872.309,54.511,56.008,8.776,38.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'47744.10,Canteen BMW: Pizza Pasta - Sausage and Pepperoni,Sausage and Pepperoni Pizza Pasta,Italian- Entrée,18 oz portion,550.801,886721393955,$8.31 ,173.0572385,YELLOW,953.201,32.242,121.232,10.218,40.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'39762.2,Canteen BMW: Buffalo Blue Chicken Penne,buffalo blue chicken penne,Italian- Entrée,18 ounce,517.349,886721414667,$8.31 ,#VALUE!,ORANGE,104$1.988,46.036,108.071,3.715,49.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'47744.12,Canteen BMW: Baked Ziti with Italian Sausage,Baked Ziti with Italian Sausage,Italian- Entrée,18 ounce,567.239,886721414643,$8.31 ,212.6860107,ORANGE,1206.438,57.544,108.857,5.072+,58.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'147982,Canteen Pad Thai,Pad Thai,Asian- Entrée,9 ounce,255.146,886721400530,$8.80 ,122.1520228,GREEN,311.666,10.972,37.951,13.474,17.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'10889.3,Yan-in-a-Bowl: Kung Pao Chicken with Peanuts,Kung Pao Chicken with Peanuts,Asian- Entrée,9 ounce,255.146,886721087786,$8.80 ,145.5151168,YELLOW,371.276,21.964,25.761,13.826+,20.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'86422.2,EUR: Gochujang Pork,gochujang pork,Asian- Entrée,9 ounce,240.295,886721334224,$8.80 ,229.9207224,ORANGE,552.488,31.071,1.936,0.973,61.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'135824.1,Canteen BMW: Pineapple Beet Poke Bowl,Pineapple Beet Poke Bowl,Vegetarian,1 serving(s),585.208,886721391210,$8.91 ,88.78877254,GREEN,519.599,11.115,91.068,15.743,17.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'135826,Rooted: Indian Spiced Chickpea Bowl,Indian Spiced Chickpea Bowl,Vegetarian,1 serving(s),546.527,194306517222,$8.91 ,95.82618974,GREEN,523.716,19.135,78.091,12.875,13.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'140243,HC BBQ Rice Bowl,BBQ Rice Bowl,Vegetarian,1 serving(s),394.584,194306507605,$8.91 ,98.74171279,GREEN,389.619,8.139,72.118,15.601+,8.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'136285.7,Canteen BMW: Greek Grain Bowl,Greek Grain Bowl,Vegetarian,1 each,465.698,886721415602,$8.91 ,114.6232108,GREEN,533.798,23.845,66.463,10.737+,15.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'167341.1,Canteen BMW: Greek Chicken Salad,Greek Chicken Salad,Chef's Table,1 serving(s),540.417,886721415497,$12.23 ,92.89604139,GREEN,502.026,28.322,17.766,10.65,47.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'42120.2,HC Lowcountry Shrimp and Grits,Lowcountry Shrimp & Grits,Chef's Table,1 each,318.778,886721381464,$12.23 ,93.52401985,GREEN,298.134,13.912,24.182,3.782,16.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'30630.13,Canteen BMW: Strawberry Fields Chicken Salad,Strawberry Fields Salad,Chef's Table,1 each,455.407,886721415480,$12.23 ,102.2371198,GREEN,465.595,26.81,20.861,11.643,40.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'88850.4,Canteen BMW: BBQ Chicken Salad,BBQ Chicken Salad,Chef's Table,1 each,528.422,886721236542,$12.23 ,103.9423037,GREEN,549.254,25.261,41.731,17.295,41.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'106796,HC Cali Bowl,Cali Bowl,Chef's Table,1 each,379.536,886721908111,$12.23 ,109.2117744,GREEN,414.498,16.293,58.56,13.457+,13.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12014.13,EUR: Brown Fried Rice,fried brown rice,Chef's Table,1 cup,222.736,886721161332,Combo,78.42737591,GREEN,174.686,1.69,34.579,4.868,6.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'56018,HC Savannah Red Rice,Savannah Red Rice,Chef's Table,1 cup,273.476,886721289975,Combo,103.2767044,GREEN,282.437,0.954,62.231,8.463,6.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
